Recipe:
1-Pot, 3-Bean Chicken Stew Recipe - Allrecipes.com
0.76,ounce,taco seasoning
0.61,ounce,ranch dressing

Recipe:
Tortilla Chicken Vegetable Soup Recipe - Allrecipes.com
17.61,ounce,chicken
46.96,ounce,water
2.2,ounce,celery
1.47,ounce,garlic
1.47,ounce,white onion
10.27,ounce,diced tomato
0.12,ounce,chicken bouillon
1.47,ounce,red bell pepper
0.03,ounce,cumin
0.02,ounce,cayenne pepper
0.02,ounce,pepper
3.67,ounce,corn kernel
2.93,ounce,green onion
5.87,ounce,coriander
5.87,ounce,rice
0.04,ounce,salt

Recipe:
Tortilla Soup Recipe - Allrecipes.com
7.86,ounce,roma tomato
2.03,ounce,white onion
1.01,ounce,garlic
10.64,ounce,chicken broth
0.04,ounce,chili powder
0.04,ounce,salt
0.02,ounce,pepper
0.27,ounce,coriander
0.02,ounce,cumin
72.99,ounce,tortilla
1.01,ounce,vegetable oil
2.03,ounce,sour cream
2.03,ounce,monterey

Recipe:
Tortilla Soup I Recipe - Allrecipes.com
59.42,ounce,chicken broth
9.9,ounce,garlic
3.3,ounce,chopped tomato
3.3,ounce,yellow onion
6.6,ounce,jalapeno
0.14,ounce,oregano
13.2,ounce,chicken
3.3,ounce,lime
0.83,ounce,tortilla

Recipe:
Tortilla Soup II Recipe - Allrecipes.com
6.98,ounce,chicken breast
12.65,ounce,chicken broth
1.75,ounce,green chile
4.36,ounce,chile pepper
1.75,ounce,white onion
1.75,ounce,garlic
0.22,ounce,lime juice
0.44,ounce,coriander
0.04,ounce,cayenne pepper
0.04,ounce,cumin
69.82,ounce,tortilla
0.22,ounce,olive oil

Recipe:
Tortilla Soup III Recipe - Allrecipes.com
5.57,ounce,ground beef
0.23,ounce,white onion
37.14,ounce,chicken broth
19.5,ounce,crushed tomato
0.17,ounce,cumin
0.7,ounce,garlic
0.03,ounce,cayenne pepper
0.03,ounce,chili powder
0.07,ounce,salt and pepper
1.04,ounce,cornstarch
5.57,ounce,water
20.89,ounce,half-and-half
8.36,ounce,cheese
0.7,ounce,tortilla

Recipe:
Toscana Soup Recipe - Allrecipes.com
41.97,ounce,pork sausage
0.44,ounce,vegetable oil
5.25,ounce,white onion
0.18,ounce,garlic
0.87,ounce,chicken broth
27.98,ounce,water
6.99,ounce,potato
13.99,ounce,ice
2.33,ounce,half-and-half

Recipe:
Traci B's Callaloo Soup Recipe - Allrecipes.com
0.25,ounce,vegetable oil
9.07,ounce,white onion
4.54,ounce,garlic
0.25,ounce,ginger
0.03,ounce,allspice
0.13,ounce,turmeric
0.25,ounce,coriander
0.06,ounce,thyme
30.24,ounce,vegetable stock
12.09,ounce,potato
18.14,ounce,white wine
6.05,ounce,okra
6.05,ounce,coconut milk
6.05,ounce,diced tomato
6.05,ounce,pea
0.76,ounce,lime juice

Recipe:
Traditional Lamb Stew Recipe - Allrecipes.com
29.52,ounce,lamb
1.23,ounce,olive oil
14.76,ounce,white onion
14.76,ounce,carrot
19.68,ounce,potato
17.84,ounce,chicken broth
0.21,ounce,salt
0.05,ounce,pepper
0.62,ounce,butter
0.62,ounce,flour
0.31,ounce,fresh parsley
0.31,ounce,chive
0.1,ounce,thyme

Recipe:
Traditional Maritime Hodge Podge Recipe - Allrecipes.com
9.43,ounce,bacon
4.72,ounce,butter
6.29,ounce,white onion
3.14,ounce,garlic
12.58,ounce,green bean
12.58,ounce,refried bean
18.87,ounce,carrot
12.58,ounce,chicken broth
0.16,ounce,salt
6.29,ounce,potato
6.29,ounce,half-and-half
0.79,ounce,flour
6.29,ounce,water

Recipe:
Traditional Osso Buco Recipe - Allrecipes.com
40.2,ounce,veal
2.51,ounce,flour
2.51,ounce,butter
7.54,ounce,garlic
5.03,ounce,white onion
5.03,ounce,carrot
6.7,ounce,white wine
6.7,ounce,stock
18.22,ounce,diced tomato
0.13,ounce,salt and pepper
5.03,ounce,fresh parsley
0.42,ounce,lemon

Recipe:
Traditional Vegetable Stew for Couscous Recipe - Allrecipes.com
0.63,ounce,olive oil
2.51,ounce,white onion
1.25,ounce,red bell pepper
2.51,ounce,leek
15.05,ounce,carrot
10.04,ounce,potato
5.02,ounce,pumpkin
5.02,ounce,zucchini
2.51,ounce,artichoke
20.07,ounce,water
25.09,ounce,saffron
2.51,ounce,lentil
2.51,ounce,chickpea
2.51,ounce,refried bean
2.51,ounce,pea
0.21,ounce,salt
0.06,ounce,pepper

Recipe:
Tropical Coconut Black Bean Soup Recipe - Allrecipes.com
29.81,ounce,black bean
26.92,ounce,coconut milk
11.54,ounce,pea
30.77,ounce,chicken broth
0.96,ounce,lime juice

Recipe:
Trout Chowder Recipe - Allrecipes.com
5.37,ounce,white onion
0.67,ounce,butter
21.46,ounce,milk
10.73,ounce,ranch salad dressing
21.46,ounce,salmon
13.42,ounce,broccoli
10.73,ounce,cheddar cheese
10.73,ounce,monterey
0.06,ounce,garlic powder
5.37,ounce,paprika

Recipe:
Tunisian Lamb with Saffron (Keleya Zaara) Recipe - Allrecipes.com
4.27,ounce,vegetable oil
51.23,ounce,lamb
0.53,ounce,saffron
0.21,ounce,salt and pepper
8.54,ounce,white onion
17.08,ounce,water
8.54,ounce,fresh parsley
1.07,ounce,butter
8.54,ounce,lemon

Recipe:
Turkey Bean Chili Recipe - Allrecipes.com
18.56,ounce,ground turkey
4.64,ounce,white onion
4.64,ounce,red bell pepper
33.65,ounce,stewed tomato
9.28,ounce,red kidney bean
8.99,ounce,chili bean
8.7,ounce,pinto bean
8.7,ounce,black bean
2.32,ounce,jalapeno
0.29,ounce,chili powder
0.1,ounce,cumin
0.1,ounce,salt
0.02,ounce,cayenne pepper

Recipe:
Turkey Bean Soup Recipe - Allrecipes.com
19.73,ounce,ground turkey
9.87,ounce,white onion
9.87,ounce,celery
0.62,ounce,olive oil
1.23,ounce,chicken broth
19.73,ounce,fresh corn
18.5,ounce,white kidney bean
9.87,ounce,lima bean
4.93,ounce,chile pepper
0.21,ounce,oregano
0.21,ounce,cumin
0.21,ounce,chili powder
0.1,ounce,salt
4.93,ounce,cheddar cheese

Recipe:
Turkey Bone Soup Recipe - Allrecipes.com
15.35,ounce,turkey
42.99,ounce,chicken broth
3.07,ounce,white onion
1.54,ounce,celery
6.14,ounce,garlic
12.28,ounce,mixed vegetables
6.14,ounce,rice
11.51,ounce,red kidney bean
0.08,ounce,salt and pepper
0.38,ounce,oregano
0.38,ounce,basil
0.13,ounce,paprika

Recipe:
Turkey Corn Chowder Recipe - Allrecipes.com
11.15,ounce,potato
7.43,ounce,turkey
1.86,ounce,butter
3.72,ounce,white onion
1.39,ounce,flour
29.74,ounce,chicken broth
14.87,ounce,fresh corn
29.74,ounce,half-and-half
0.09,ounce,pepper

Recipe:
Turkey Frame Vegetable Soup Recipe - Allrecipes.com
2.02,ounce,turkey
10.11,ounce,carrot
2.02,ounce,celery
2.02,ounce,white onion
4.04,ounce,garlic
3.03,ounce,fresh parsley
24.25,ounce,pepper
0.13,ounce,bay leaf
0.08,ounce,thyme
0.25,ounce,chicken bouillon
34.36,ounce,water
2.02,ounce,turnip
4.04,ounce,parsnip
2.02,ounce,green bean
2.02,ounce,pea
7.58,ounce,red bean

Recipe:
Turkey Garbanzo Bean and Kale Soup with Pasta Recipe - Allrecipes.com
12.28,ounce,fettuccine
0.38,ounce,olive oil
12.28,ounce,ground turkey
6.14,ounce,white onion
4.61,ounce,garlic
0.77,ounce,sage
0.77,ounce,rosemary
32.24,ounce,chicken broth
4.61,ounce,water
11.51,ounce,garbanzo bean
2.05,ounce,tomato paste
12.28,ounce,white wine
0.08,ounce,salt and pepper

Recipe:
Turkey Gumbo Recipe - Allrecipes.com
5.33,ounce,vegetable oil
5.92,ounce,flour
7.11,ounce,white onion
4.74,ounce,celery
4.74,ounce,red bell pepper
0.05,ounce,salt
0.02,ounce,cayenne pepper
9.47,ounce,pork sausage
0.15,ounce,bay leaf
45.0,ounce,turkey
0.3,ounce,file powder
4.74,ounce,rice
9.47,ounce,water
0.59,ounce,fresh parsley
2.37,ounce,green onion

Recipe:
Turkey Jambalaya Recipe - Allrecipes.com
27.56,ounce,pork sausage
6.89,ounce,celery
4.59,ounce,white onion
4.59,ounce,red bell pepper
6.89,ounce,garlic
16.65,ounce,diced tomato
18.37,ounce,chicken broth
13.78,ounce,rice
0.29,ounce,bay leaf
0.38,ounce,cajun seasoning

Recipe:
Turkey Minestrone Recipe - Allrecipes.com
3.58,ounce,white onion
0.67,ounce,vegetable oil
5.37,ounce,ground turkey
5.37,ounce,pork sausage
2.69,ounce,fresh parsley
1.34,ounce,garlic
0.11,ounce,oregano
0.11,ounce,basil
19.48,ounce,stewed tomato
32.25,ounce,chicken broth
2.69,ounce,zucchini
6.72,ounce,mixed vegetables
10.75,ounce,red kidney bean
8.06,ounce,fettuccine
0.67,ounce,cider vinegar
0.06,ounce,salt
0.07,ounce,pepper

Recipe:
Turkey Mushroom Stew Recipe - Allrecipes.com
0.33,ounce,vegetable oil
10.55,ounce,ground turkey
2.64,ounce,garlic powder
2.64,ounce,italian seasoning
2.7,ounce,pepper
36.94,ounce,crushed tomato
18.47,ounce,roma tomato
9.89,ounce,red kidney bean
2.64,ounce,red bell pepper
2.64,ounce,white onion
10.55,ounce,mushroom

Recipe:
Turkey Noodle Soup Recipe - Allrecipes.com
23.02,ounce,chicken broth
22.22,ounce,water
11.11,ounce,carrot
3.17,ounce,white onion
2.38,ounce,celery
9.52,ounce,egg noodles
19.05,ounce,turkey
7.94,ounce,pea
1.59,ounce,chicken

Recipe:
Turkey Noodle Soup Mix Recipe - Allrecipes.com
16.49,ounce,lentil
8.25,ounce,white onion
6.19,ounce,chicken bouillon
0.69,ounce,dill
0.17,ounce,celery
0.17,ounce,garlic powder
2.06,ounce,bay leaf
65.98,ounce,egg noodles

Recipe:
Turkey Noodle Stew Recipe - Allrecipes.com
18.64,ounce,turkey
4.66,ounce,white onion
0.58,ounce,vegetable oil
16.89,ounce,chicken broth
12.52,ounce,celery
18.64,ounce,mixed vegetables
0.1,ounce,italian seasoning
27.96,ounce,egg noodles

Recipe:
Turkey Posole Recipe - Allrecipes.com
0.83,ounce,olive oil
4.42,ounce,yellow onion
2.76,ounce,chile pepper
2.21,ounce,garlic
53.01,ounce,turkey
16.57,ounce,cannellini bean
16.57,ounce,grits
0.28,ounce,chili powder
0.55,ounce,cumin
0.55,ounce,oregano
2.21,ounce,water
0.06,ounce,salt and pepper

Recipe:
Turkey Soup with Dressing Dumplings Recipe - Allrecipes.com
1.03,ounce,turkey
49.66,ounce,water
4.14,ounce,white onion
6.21,ounce,carrot
2.59,ounce,celery
12.42,ounce,stuffing
6.21,ounce,egg
1.03,ounce,cooking spray
2.07,ounce,pea
2.07,ounce,corn kernel
2.07,ounce,turnip
2.07,ounce,green bean
8.28,ounce,cranberry
0.13,ounce,italian seasoning
0.03,ounce,salt and pepper

Recipe:
Turkey Soup with Root Vegetables Recipe - Allrecipes.com
1.9,ounce,turkey
45.64,ounce,water
4.75,ounce,celery
7.61,ounce,carrot
1.9,ounce,spanish onion
1.43,ounce,fresh parsley
0.12,ounce,bay leaf
22.87,ounce,pepper
0.48,ounce,olive oil
1.9,ounce,red onion
1.9,ounce,parsnip
3.8,ounce,rutabaga
1.9,ounce,garlic
3.8,ounce,fettuccine

Recipe:
Turkey Soup with Slickers Recipe - Allrecipes.com
1.9,ounce,turkey
76.07,ounce,water
1.9,ounce,white onion
1.9,ounce,carrot
1.9,ounce,celery
0.71,ounce,fresh parsley
0.16,ounce,salt
0.04,ounce,pepper
0.12,ounce,bay leaf
1.9,ounce,egg
9.51,ounce,flour
0.04,ounce,dill
0.04,ounce,italian seasoning
3.8,ounce,pea

Recipe:
Turkey Tortilla Soup Recipe - Allrecipes.com
13.3,ounce,chicken broth
1.33,ounce,tortilla
26.61,ounce,enchilada sauce
0.22,ounce,cumin
21.29,ounce,turkey
10.64,ounce,half-and-half
5.32,ounce,roma tomato
5.32,ounce,jalapeno
5.32,ounce,avocado
10.64,ounce,cheddar cheese

Recipe:
Turkey Wild Rice Soup Recipe - Allrecipes.com
30.69,ounce,chicken broth
15.59,ounce,water
3.9,ounce,green onion
3.9,ounce,rice
7.79,ounce,bacon
3.9,ounce,butter
5.85,ounce,flour
0.08,ounce,salt
0.04,ounce,italian seasoning
0.02,ounce,pepper
15.59,ounce,half-and-half
11.69,ounce,turkey
0.97,ounce,sherry

Recipe:
Turkey Wild Rice Soup II Recipe - Allrecipes.com
5.93,ounce,rice
17.79,ounce,water
3.34,ounce,butter
2.22,ounce,white onion
2.22,ounce,celery
2.97,ounce,flour
53.38,ounce,turkey
2.97,ounce,carrot
0.09,ounce,salt
0.09,ounce,pepper
2.22,ounce,almond
0.09,ounce,lemon juice
6.67,ounce,half-and-half

Recipe:
Turkey-Lentil Chili Recipe - Allrecipes.com
12.16,ounce,lentil
48.63,ounce,vegetable broth
0.76,ounce,olive oil
6.08,ounce,garlic
3.04,ounce,white onion
3.04,ounce,celery
12.16,ounce,pork sausage
6.08,ounce,roma tomato
0.13,ounce,turmeric
0.13,ounce,cumin
0.06,ounce,thyme
0.08,ounce,red pepper
0.08,ounce,salt
6.08,ounce,yogurt
1.52,ounce,fresh parsley

Recipe:
Turtle Soup Recipe - Allrecipes.com
23.53,ounce,turtle meat
39.71,ounce,water
8.82,ounce,white onion
0.28,ounce,bay leaf
0.05,ounce,cayenne pepper
0.23,ounce,salt
2.76,ounce,butter
2.94,ounce,flour
1.65,ounce,tomato puree
1.65,ounce,worcestershire
2.94,ounce,chicken broth
8.82,ounce,egg
2.21,ounce,lemon juice
4.41,ounce,fresh parsley

Recipe:
Tuscan Savory Sweet Potato Soup Recipe - Allrecipes.com
22.96,ounce,potato
0.57,ounce,vegetable oil
4.59,ounce,white onion
18.37,ounce,pork sausage
4.59,ounce,garlic
9.18,ounce,mushroom
0.57,ounce,italian seasoning
36.74,ounce,half-and-half
0.11,ounce,pepper
2.3,ounce,parmesan cheese

Recipe:
Tuscan Smoked Turkey-Bean Soup Recipe - Allrecipes.com
25.46,ounce,white bean
12.73,ounce,turkey
3.18,ounce,white onion
0.4,ounce,bay leaf
6.36,ounce,celery
25.46,ounce,carrot
23.07,ounce,diced tomato
1.59,ounce,italian seasoning
0.16,ounce,pepper
1.59,ounce,parmesan cheese

Recipe:
Tuscan Soup Recipe - Allrecipes.com
56.67,ounce,chicken broth
4.72,ounce,white onion
12.4,ounce,pork sausage
14.17,ounce,potato
9.45,ounce,spinach
2.36,ounce,evaporated milk
0.12,ounce,salt
0.12,ounce,pepper

Recipe:
Tuscan Style Bean Soup Recipe - Allrecipes.com
0.73,ounce,olive oil
5.8,ounce,white onion
5.8,ounce,garlic
5.8,ounce,red bell pepper
34.82,ounce,chicken broth
11.61,ounce,roma tomato
17.41,ounce,red kidney bean
0.48,ounce,thyme
5.8,ounce,spinach
11.61,ounce,fettuccine
0.15,ounce,pepper

Recipe:
Tuscan Turkey Sausage Soup Recipe - Allrecipes.com
14.31,ounce,pork sausage
38.17,ounce,chicken broth
12.82,ounce,cream of chicken
9.54,ounce,mushroom
4.77,ounce,white onion
0.65,ounce,italian seasoning
0.02,ounce,caraway seed
0.02,ounce,fennel seed
18.49,ounce,white bean
1.19,ounce,leek

Recipe:
Tuscan White Bean Soup Recipe - Allrecipes.com
3.48,ounce,bacon
3.48,ounce,yellow onion
1.74,ounce,celery
3.48,ounce,carrot
3.92,ounce,garlic
49.61,ounce,cannellini bean
0.22,ounce,bay leaf
3.48,ounce,white wine
27.85,ounce,chicken broth
0.87,ounce,olive oil
0.04,ounce,red pepper
1.74,ounce,basil
0.07,ounce,salt
0.02,ounce,pepper

Recipe:
Two Bean Vegetable Chili Recipe - Allrecipes.com
0.54,ounce,olive oil
4.3,ounce,white onion
8.6,ounce,zucchini
8.6,ounce,carrot
10.75,ounce,mushroom
8.6,ounce,red bell pepper
16.13,ounce,red kidney bean
16.13,ounce,black bean
25.81,ounce,garlic
0.36,ounce,chili powder
0.18,ounce,oregano

Recipe:
Two by Four Stew Recipe - Allrecipes.com
24.81,ounce,ground beef
22.48,ounce,diced tomato
23.26,ounce,refried bean
29.46,ounce,minestrone

Recipe:
Two-Bean Chili Recipe - Allrecipes.com
9.86,ounce,ground beef
2.46,ounce,white onion
29.57,ounce,red kidney bean
28.34,ounce,vegetable juice
17.87,ounce,diced tomato
9.86,ounce,refried bean
0.92,ounce,white sugar
0.92,ounce,chili powder
0.1,ounce,salt
0.03,ounce,cayenne pepper
0.06,ounce,pepper

Recipe:
Ukha (Russian Fish Soup) Recipe - Allrecipes.com
53.24,ounce,water
13.31,ounce,potato
6.66,ounce,white onion
13.31,ounce,fresh parsley
6.66,ounce,salmon
6.66,ounce,lemon
0.17,ounce,salt and pepper

Recipe:
Ukrainian Borscht Recipe - Allrecipes.com
59.75,ounce,water
2.85,ounce,white kidney bean
5.69,ounce,beet
5.69,ounce,carrot
3.56,ounce,potato
1.42,ounce,celery
2.85,ounce,white onion
1.42,ounce,red bell pepper
2.85,ounce,garlic
0.36,ounce,chicken bouillon
11.38,ounce,chicken broth
0.06,ounce,pepper
0.36,ounce,soy sauce
0.71,ounce,dill
0.53,ounce,white sugar
0.53,ounce,white vinegar

Recipe:
Ukrainian Red Borscht Soup Recipe - Allrecipes.com
17.92,ounce,pork sausage
13.44,ounce,beet
13.44,ounce,carrot
13.44,ounce,potato
0.56,ounce,vegetable oil
4.48,ounce,white onion
6.72,ounce,tomato paste
6.72,ounce,water
2.24,ounce,cabbage
8.96,ounce,diced tomato
6.72,ounce,garlic
0.11,ounce,salt and pepper
0.19,ounce,white sugar
4.48,ounce,sour cream
0.56,ounce,fresh parsley

Recipe:
Ukrainian Sweet and Sour Cabbage Soup Recipe - Allrecipes.com
3.96,ounce,butter
5.27,ounce,white onion
5.27,ounce,apple
31.65,ounce,cabbage
42.2,ounce,stock
5.27,ounce,cider vinegar
2.64,ounce,brown sugar
0.11,ounce,salt
0.05,ounce,pepper
0.05,ounce,celery
3.52,ounce,raisin

Recipe:
Ultimate Gulf Coast Gumbo Recipe - Allrecipes.com
29.73,ounce,shrimp
1.86,ounce,corn oil
1.86,ounce,flour
3.72,ounce,chicken broth
22.3,ounce,chicken
3.72,ounce,white onion
4.65,ounce,celery
1.86,ounce,red bell pepper
9.29,ounce,roma tomato
3.72,ounce,garlic
0.12,ounce,bay leaf
0.23,ounce,salt
0.46,ounce,italian seasoning
0.23,ounce,cayenne pepper
8.36,ounce,crab meat
7.43,ounce,pork sausage
0.46,ounce,file powder

Recipe:
Ultimate Potato Soup Recipe - Allrecipes.com
33.28,ounce,potato
4.16,ounce,celery
5.55,ounce,white onion
30.16,ounce,chicken broth
22.18,ounce,half-and-half
2.08,ounce,butter
2.08,ounce,flour
0.46,ounce,chicken bouillon
0.06,ounce,pepper

Recipe:
Ultimate Spicy Spud Soup Recipe - Allrecipes.com
6.07,ounce,garlic
3.04,ounce,red onion
24.3,ounce,pork sausage
60.74,ounce,potato
0.15,ounce,italian seasoning
0.13,ounce,pepper
0.76,ounce,cayenne pepper
1.52,ounce,evaporated milk
3.04,ounce,butter
0.25,ounce,fresh parsley

Recipe:
Unbelievably Easy and Delicious Vegetarian Chili Recipe - Allrecipes.com
33.23,ounce,diced tomato
4.75,ounce,white onion
17.8,ounce,white bean
17.8,ounce,chili bean
1.48,ounce,taco seasoning
1.19,ounce,ranch dressing
14.24,ounce,vegetarian burger
9.5,ounce,cheddar cheese

Recipe:
Uncle Dank's Gumbo Recipe - Allrecipes.com
0.56,ounce,butter
2.24,ounce,garlic
8.95,ounce,white onion
2.24,ounce,red bell pepper
2.24,ounce,celery
8.95,ounce,okra
1.12,ounce,vegetable oil
1.12,ounce,flour
8.95,ounce,chicken thigh
8.95,ounce,pork sausage
8.95,ounce,water
26.85,ounce,chicken broth
17.9,ounce,shrimp
0.56,ounce,thyme
0.28,ounce,fresh parsley
0.05,ounce,salt
0.02,ounce,cayenne pepper
0.05,ounce,chile sauce
0.05,ounce,file powder

Recipe:
Vankaya Pulusu Pachadi (Andhra Sweet and Sour Eggplant Stew) Recipe - Allrecipes.com
10.31,ounce,eggplant
3.01,ounce,vegetable oil
25.78,ounce,chile pepper
0.43,ounce,cumin
0.43,ounce,dry mustard
0.26,ounce,asafoetida powder
20.63,ounce,white onion
0.64,ounce,curry leaves
30.94,ounce,water
1.29,ounce,tamarind
5.59,ounce,white sugar
0.21,ounce,turmeric
0.21,ounce,red pepper
0.26,ounce,salt

Recipe:
Veal Stew Recipe - Allrecipes.com
32.75,ounce,veal
1.02,ounce,olive oil
8.19,ounce,white onion
12.28,ounce,red bell pepper
12.28,ounce,mushroom
0.51,ounce,bay leaf
32.75,ounce,white wine
0.2,ounce,salt and pepper

Recipe:
Vegan Black and White Bean Soup Recipe - Allrecipes.com
0.49,ounce,olive oil
3.94,ounce,white onion
2.96,ounce,celery
0.49,ounce,garlic
0.16,ounce,thyme
14.3,ounce,black bean
63.11,ounce,vegetable broth
0.16,ounce,cumin
14.3,ounce,white bean
0.08,ounce,sage

Recipe:
Vegan Black Bean Soup Recipe - Allrecipes.com
0.34,ounce,olive oil
2.75,ounce,white onion
1.37,ounce,celery
5.49,ounce,carrot
5.49,ounce,garlic
0.69,ounce,chili powder
0.34,ounce,cumin
0.07,ounce,pepper
21.98,ounce,vegetable broth
41.21,ounce,black bean
10.3,ounce,fresh corn
9.96,ounce,crushed tomato

Recipe:
Vegan Borscht Recipe - Allrecipes.com
1.42,ounce,olive oil
4.25,ounce,garlic
2.83,ounce,white onion
2.83,ounce,celery
5.67,ounce,carrot
2.83,ounce,red bell pepper
8.5,ounce,mixed vegetables
11.34,ounce,roma tomato
2.83,ounce,diced tomato
5.67,ounce,potato
5.67,ounce,chard
11.34,ounce,vegetable broth
22.68,ounce,water
0.71,ounce,dill
0.07,ounce,salt and pepper
11.34,ounce,tofu

Recipe:
Vegan Carrot Soup Recipe - Allrecipes.com
0.79,ounce,vegetable oil
6.34,ounce,white onion
9.51,ounce,garlic
25.36,ounce,carrot
31.7,ounce,potato
25.36,ounce,vegetable broth
0.53,ounce,ginger
0.26,ounce,curry powder
0.16,ounce,salt and pepper

Recipe:
Vegan Chili Recipe - Allrecipes.com
25.88,ounce,vegetarian burger
32.35,ounce,tomato puree
17.25,ounce,water
8.63,ounce,white onion
12.94,ounce,garlic
1.08,ounce,worcestershire
0.36,ounce,liquid smoke
0.72,ounce,chili powder
0.04,ounce,pepper
0.36,ounce,dry mustard
0.36,ounce,salt
0.04,ounce,red pepper

Recipe:
Vegan Chunky Chili Recipe - Allrecipes.com
2.63,ounce,red kidney bean
2.63,ounce,white bean
2.63,ounce,lentil
31.54,ounce,roma tomato
31.54,ounce,water
5.26,ounce,mushroom
5.26,ounce,red bell pepper
2.63,ounce,green bean
2.63,ounce,celery
0.66,ounce,white onion
0.66,ounce,red onion
3.94,ounce,tofu
0.07,ounce,salt
0.07,ounce,pepper
2.63,ounce,onion powder
2.63,ounce,garlic powder
2.63,ounce,chili powder

Recipe:
Vegan Hot and Sour Soup Recipe - Allrecipes.com
9.81,ounce,mushroom
17.44,ounce,shiitake mushroom
17.44,ounce,water
1.63,ounce,soy sauce
2.72,ounce,rice vinegar
2.18,ounce,cornstarch
8.72,ounce,tofu
34.88,ounce,vegetable broth
0.05,ounce,red pepper
0.23,ounce,pepper
0.27,ounce,chili
0.27,ounce,vegetable oil
4.36,ounce,green onion

Recipe:
Vegan Mexican Stew Recipe - Allrecipes.com
14.49,ounce,potato
5.8,ounce,carrot
1.45,ounce,celery
26.08,ounce,water
0.48,ounce,chicken bouillon
0.36,ounce,olive oil
2.9,ounce,white onion
5.8,ounce,garlic
0.36,ounce,chili powder
0.36,ounce,cumin
0.54,ounce,salt
21.01,ounce,grits
20.29,ounce,chile pepper
0.07,ounce,salt and pepper

Recipe:
Vegan Red Lentil Soup Recipe - Allrecipes.com
0.7,ounce,peanut
5.62,ounce,white onion
0.7,ounce,ginger
2.81,ounce,garlic
0.14,ounce,fenugreek seeds
11.23,ounce,lentil
11.23,ounce,squash
3.74,ounce,coriander
22.46,ounce,water
39.31,ounce,coconut milk
1.4,ounce,tomato paste
0.23,ounce,curry powder
0.14,ounce,cayenne pepper
0.14,ounce,nutmeg
0.14,ounce,salt and pepper

Recipe:
Vegan Split Pea Soup I Recipe - Allrecipes.com
0.4,ounce,vegetable oil
3.19,ounce,white onion
0.2,ounce,bay leaf
4.79,ounce,garlic
12.77,ounce,pea
3.19,ounce,barley
0.2,ounce,salt
47.9,ounce,water
9.58,ounce,carrot
4.79,ounce,celery
9.58,ounce,potato
3.19,ounce,fresh parsley
0.07,ounce,basil
0.07,ounce,thyme
0.07,ounce,pepper

Recipe:
Vegan Split Pea Soup II Recipe - Allrecipes.com
0.98,ounce,olive oil
7.87,ounce,carrot
3.93,ounce,celery
7.87,ounce,white onion
0.33,ounce,curry powder
15.74,ounce,pea
62.95,ounce,water
0.33,ounce,salt

Recipe:
Vegan Stew Recipe - Allrecipes.com
6.84,ounce,white onion
20.51,ounce,carrot
20.51,ounce,potato
6.84,ounce,parsnip
6.84,ounce,turnip
3.42,ounce,rice
0.28,ounce,pepper
0.28,ounce,cumin
0.28,ounce,salt
34.19,ounce,water

Recipe:
Vegan Taco Chili Recipe - Allrecipes.com
0.42,ounce,olive oil
13.39,ounce,mushroom
3.35,ounce,garlic
3.35,ounce,white onion
3.35,ounce,celery
24.27,ounce,tomato puree
5.02,ounce,tomato paste
37.66,ounce,red kidney bean
9.21,ounce,fresh corn

Recipe:
Vegetable Bacon Chowder Recipe - Allrecipes.com
6.22,ounce,bacon
24.87,ounce,water
24.87,ounce,cabbage
8.29,ounce,carrot
8.29,ounce,potato
8.29,ounce,celery
9.33,ounce,green bean
